74940067,"{""answerCount"":0,""questionId"":74940067,""owner"":{""userId"":10797501,""userType"":""REGISTERED"",""displayName"":""BARZAN"",""reputation"":11,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 8:08:15 PM"",""lastActivityDate"":""Dec 29, 2022, 2:35:51 AM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":48,""score"":0,""communityOwned"":false,""title"":""have problem with bottom navigation view in android"",""tags"":[""java"",""android"",""frontend"",""android-manifest""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940129,"{""answerCount"":2,""questionId"":74940129,""owner"":{""userId"":608354,""userType"":""REGISTERED"",""displayName"":""bluearth"",""reputation"":491,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":44.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 8:14:29 PM"",""lastActivityDate"":""Dec 29, 2022, 3:49:17 AM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":38,""score"":0,""communityOwned"":false,""title"":""Gradle task to get list of jar dependecies"",""tags"":[""java"",""gradle""],""answers"":[],""comments"":[],""acceptedAnswerId"":74941443,""bountyAmount"":0}"
74940172,"{""answerCount"":1,""questionId"":74940172,""owner"":{""userId"":20879174,""userType"":""REGISTERED"",""displayName"":""Bilel Guembri"",""reputation"":1,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 8:18:48 PM"",""lastEditDate"":""Jan 5, 2023, 7:25:35 PM"",""lastActivityDate"":""Jan 5, 2023, 7:25:35 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":78,""score"":0,""communityOwned"":false,""title"":""How can I get the information that I already put in H2 Database to thymeleaf page?"",""tags"":[""java"",""spring-boot"",""spring-data-jpa"",""thymeleaf"",""spring-thymeleaf""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940270,"{""answerCount"":0,""questionId"":74940270,""owner"":{""userId"":10950713,""userType"":""REGISTERED"",""displayName"":""Jan943"",""reputation"":1,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 8:29:40 PM"",""lastEditDate"":""Dec 28, 2022, 9:56:26 PM"",""lastActivityDate"":""Dec 28, 2022, 9:56:26 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":55,""score"":0,""communityOwned"":false,""title"":""Replacing text in PDF file"",""tags"":[""java"",""maven"",""intellij-idea"",""pdfbox""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940275,"{""answerCount"":0,""questionId"":74940275,""owner"":{""userId"":17153065,""userType"":""REGISTERED"",""displayName"":""Nicol\u0026#225;s Marcelo"",""reputation"":17,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 8:30:31 PM"",""lastEditDate"":""Dec 29, 2022, 10:34:28 PM"",""lastActivityDate"":""Dec 29, 2022, 10:34:28 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":30,""score"":0,""communityOwned"":false,""title"":""Can\u0026#180;t generate a JAR file properly"",""tags"":[""java"",""netbeans"",""jar""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940290,"{""answerCount"":0,""questionId"":74940290,""owner"":{""userId"":16688926,""userType"":""REGISTERED"",""displayName"":""Ahmet Tarık Bostan"",""reputation"":1,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 8:31:48 PM"",""lastEditDate"":""Dec 28, 2022, 8:32:32 PM"",""lastActivityDate"":""Dec 28, 2022, 8:32:32 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":47,""score"":0,""communityOwned"":false,""title"":""Logstash Custom JSON Pattern from xml"",""tags"":[""java"",""logstash"",""kibana"",""elk""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940292,"{""answerCount"":1,""questionId"":74940292,""owner"":{""userId"":12378913,""userType"":""REGISTERED"",""displayName"":""Timofey X"",""reputation"":73,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 8:31:52 PM"",""lastActivityDate"":""Jan 9, 2023, 8:03:50 AM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":29,""score"":0,""communityOwned"":false,""title"":""GSON: Cannot detect corrupted field names at deserialization"",""tags"":[""java"",""json"",""gson"",""json-deserialization""],""answers"":[],""comments"":[],""acceptedAnswerId"":75052176,""bountyAmount"":0}"
74940335,"{""answerCount"":0,""questionId"":74940335,""owner"":{""userId"":20128658,""userType"":""REGISTERED"",""displayName"":""dayIKS"",""reputation"":1,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 8:37:02 PM"",""lastActivityDate"":""Dec 28, 2022, 8:37:02 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":30,""score"":0,""communityOwned"":false,""title"":""How can I change a converter for testing purpose?"",""tags"":[""java"",""spring"",""spring-boot"",""unit-testing"",""junit""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940489,"{""answerCount"":1,""questionId"":74940489,""owner"":{""userId"":17905701,""userType"":""REGISTERED"",""displayName"":""emcosokic"",""reputation"":51,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 8:51:57 PM"",""lastEditDate"":""Dec 28, 2022, 9:04:55 PM"",""lastActivityDate"":""Dec 28, 2022, 9:13:47 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":35,""score"":-1,""communityOwned"":false,""title"":""How do I use HashMap values from other class?"",""tags"":[""java"",""class"",""hashmap""],""answers"":[],""comments"":[],""acceptedAnswerId"":74940612,""bountyAmount"":0}"
74940500,"{""answerCount"":0,""questionId"":74940500,""owner"":{""userId"":20879647,""userType"":""REGISTERED"",""displayName"":""sandika dassanayake"",""reputation"":11,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 8:53:45 PM"",""lastActivityDate"":""Dec 28, 2022, 8:53:45 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":19,""score"":1,""communityOwned"":false,""title"":""Retrieving Error messages from SWI-Prolog using java and jpl"",""tags"":[""java"",""swi-prolog"",""jpl""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940656,"{""answerCount"":0,""questionId"":74940656,""owner"":{""userId"":14686302,""userType"":""REGISTERED"",""displayName"":""zoroglur"",""reputation"":327,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:08:38 PM"",""lastEditDate"":""Dec 28, 2022, 10:08:50 PM"",""lastActivityDate"":""Dec 28, 2022, 10:08:50 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":180,""score"":0,""communityOwned"":false,""title"":""Spring bearer Jwt Token Validation: Erorr java.lang.IllegalArgumentException: Key bytes can only be specified for HMAC signatures"",""tags"":[""java"",""spring-security"",""jwt"",""keycloak"",""bearer-token""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940707,"{""answerCount"":0,""questionId"":74940707,""owner"":{""userId"":13100066,""userType"":""REGISTERED"",""displayName"":""Varun Choudhry"",""reputation"":21,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:13:03 PM"",""lastActivityDate"":""Dec 28, 2022, 9:13:03 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":21,""score"":0,""communityOwned"":false,""title"":""How to setup WebSphere JNDI Lookup without Datasource Credentials in Java"",""tags"":[""java"",""maven-3"",""jndi"",""websphere-9""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940738,"{""answerCount"":0,""questionId"":74940738,""owner"":{""userId"":20848772,""userType"":""REGISTERED"",""displayName"":""Some Ace"",""reputation"":41,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:16:50 PM"",""lastActivityDate"":""Dec 28, 2022, 9:16:50 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":25,""score"":0,""communityOwned"":false,""title"":""Zooming in/out relative to the position of the mouse"",""tags"":[""java"",""swing"",""awt"",""mouselistener""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940788,"{""answerCount"":0,""questionId"":74940788,""owner"":{""userId"":1029684,""userType"":""REGISTERED"",""displayName"":""ishan"",""reputation"":1170,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":52.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:21:31 PM"",""lastActivityDate"":""Dec 28, 2022, 9:21:31 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":233,""score"":0,""communityOwned"":false,""title"":""Not sure why I am getting errors from micrometer influx in integration tests even after disabling metrices"",""tags"":[""java"",""spring-boot"",""spring-boot-test"",""spring-micrometer""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940795,"{""answerCount"":0,""questionId"":74940795,""owner"":{""userId"":5275010,""userType"":""REGISTERED"",""displayName"":""Mahim Arib"",""reputation"":3,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:22:14 PM"",""lastEditDate"":""Dec 28, 2022, 9:25:07 PM"",""lastActivityDate"":""Dec 28, 2022, 9:25:07 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":26,""score"":0,""communityOwned"":false,""title"":""How can I get all enclosed elements from annotation and cast it to its super type?"",""tags"":[""java"",""annotations"",""annotation-processing""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940796,"{""answerCount"":2,""questionId"":74940796,""owner"":{""userId"":12039,""userType"":""REGISTERED"",""displayName"":""Kariem"",""reputation"":4268,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":89.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:22:18 PM"",""lastActivityDate"":""Jan 27, 2023, 11:27:58 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":263,""score"":0,""communityOwned"":false,""title"":""Return StreamingOutput from interface generated by OpenAPI spec using jaxrs-spec generator"",""tags"":[""java"",""jax-rs"",""openapi-generator""],""answers"":[],""comments"":[],""acceptedAnswerId"":75260144,""bountyAmount"":0}"
74940833,"{""answerCount"":1,""questionId"":74940833,""owner"":{""userId"":11592386,""userType"":""REGISTERED"",""displayName"":""Nikhil Suthar"",""reputation"":2232,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:26:29 PM"",""lastActivityDate"":""Dec 29, 2022, 11:16:25 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":249,""score"":1,""communityOwned"":false,""title"":""Null Pointer Exception with JdbcIO read in Apache Beam [DataFlow]"",""tags"":[""java"",""oracle"",""jdbc"",""google-cloud-dataflow"",""apache-beam""],""answers"":[],""comments"":[],""acceptedAnswerId"":74952883,""bountyAmount"":0}"
74940835,"{""answerCount"":0,""questionId"":74940835,""owner"":{""userId"":19580540,""userType"":""REGISTERED"",""displayName"":""coder001"",""reputation"":325,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:26:32 PM"",""lastActivityDate"":""Dec 28, 2022, 9:26:32 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":201,""score"":0,""communityOwned"":false,""title"":""Config Server URI not detected in Spring Boot Microservice Project"",""tags"":[""java"",""spring-boot"",""microservices"",""spring-cloud-config"",""spring-cloud-config-server""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940861,"{""answerCount"":2,""questionId"":74940861,""owner"":{""userId"":20879888,""userType"":""REGISTERED"",""displayName"":""Bennett4242"",""reputation"":11,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:29:02 PM"",""lastEditDate"":""Dec 28, 2022, 9:33:27 PM"",""lastActivityDate"":""Dec 28, 2022, 10:39:46 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":40,""score"":0,""communityOwned"":false,""title"":""finding number of words present in the string in java using recursion"",""tags"":[""java"",""recursion"",""methods""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940874,"{""answerCount"":0,""questionId"":74940874,""owner"":{""userId"":20879812,""userType"":""REGISTERED"",""displayName"":""Amit Bansal"",""reputation"":1,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:30:36 PM"",""lastActivityDate"":""Dec 28, 2022, 9:30:36 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":29,""score"":0,""communityOwned"":false,""title"":""how to write Java CriteriaQuery equivalent to postgresql/sql for aggregate function like sum, avg with over()"",""tags"":[""java"",""sql"",""postgresql"",""criteriaquery""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940897,"{""answerCount"":1,""questionId"":74940897,""owner"":{""userId"":2581174,""userType"":""REGISTERED"",""displayName"":""Valsaraj Viswanathan"",""reputation"":1453,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":71.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:33:21 PM"",""lastActivityDate"":""May 1, 2023, 2:19:48 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":366,""score"":1,""communityOwned"":false,""title"":""NullPointerException in GenericFilterBean on Spring Boot application start after adding a custom filter"",""tags"":[""java"",""spring"",""spring-boot"",""spring-security""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940900,"{""answerCount"":0,""questionId"":74940900,""owner"":{""userId"":20289067,""userType"":""REGISTERED"",""displayName"":""Deepika"",""reputation"":11,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:33:37 PM"",""lastEditDate"":""Dec 29, 2022, 9:33:48 PM"",""lastActivityDate"":""Dec 29, 2022, 9:33:48 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":202,""score"":1,""communityOwned"":false,""title"":""Consider defining a bean of type \u0026#39;java.lang.String\u0026#39; in your configuration. in spring boot migration project"",""tags"":[""java"",""spring"",""string"",""spring-boot"",""spring-mvc""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
74940909,"{""answerCount"":2,""questionId"":74940909,""owner"":{""userId"":20814313,""userType"":""REGISTERED"",""displayName"":""Vin\u0026#237;cius Silvano"",""reputation"":3,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:34:22 PM"",""lastEditDate"":""Dec 29, 2022, 8:02:25 PM"",""lastActivityDate"":""Dec 29, 2022, 8:02:25 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":75,""score"":0,""communityOwned"":false,""title"":""How could i do a list without duplicate data?"",""tags"":[""java"",""list"",""set""],""answers"":[],""comments"":[],""acceptedAnswerId"":74941321,""bountyAmount"":0}"
74940919,"{""answerCount"":0,""questionId"":74940919,""owner"":{""userId"":9561302,""userType"":""REGISTERED"",""displayName"":""Mani kandan"",""reputation"":51,""age"":0,""questionCount"":0,""answerCount"":0,""viewCount"":0,""upVoteCount"":0,""downVoteCount"":0,""acceptRate"":0.0,""badgeCounts"":{}},""creationDate"":""Dec 28, 2022, 9:35:41 PM"",""lastEditDate"":""Dec 30, 2022, 7:47:20 PM"",""lastActivityDate"":""Dec 30, 2022, 7:47:20 PM"",""upVoteCount"":0,""downVoteCount"":0,""favoriteCount"":0,""viewCount"":153,""score"":0,""communityOwned"":false,""title"":""Error while building APK using GluonFX 1.0.16"",""tags"":[""java"",""javafx"",""gluon-mobile"",""gluonfx""],""answers"":[],""comments"":[],""acceptedAnswerId"":0,""bountyAmount"":0}"
